model,seed,arm,evaluation_set,family,depth,score_key,method,target_control,tasks,mrr,correct_mass,hit@1,hit@8,hit@16,hit@32,hit@64,hit@100,hit@125,iid_pass@1,iid_pass@8,iid_pass@16,iid_pass@32,iid_pass@64,iid_pass@100,iid_pass@125
Qwen/Qwen3-0.6B,2,composition,dev_B,B,3,score,unigram,own_target,200,0.015328127881393145,0.0013088972368296972,0.0,0.0,0.0,0.045,0.365,0.76,1.0,0.0013088972368296972,0.010364530693450742,0.02049029460609301,0.04005626051018282,0.07664433284402603,0.11417457136255706,0.13823010880991127
Qwen/Qwen3-0.6B,2,composition,dev_B,B,3,score,bigram,own_target,200,0.05900261498587966,0.012227987797563867,0.0,0.14,0.275,0.475,0.755,0.915,1.0,0.012227987797563867,0.0900172306454734,0.16477642611501397,0.28116592288229564,0.4337581373324029,0.53984778019813,0.5920786951976617
Qwen/Qwen3-0.6B,2,composition,dev_B,B,3,score,full,own_target,200,0.08677292611521617,0.019185500411680968,0.005,0.23,0.34,0.55,0.745,0.925,1.0,0.019185500411680968,0.13026713222767114,0.22380340129490725,0.3534936083329086,0.5068011987623037,0.6070022861031502,0.655107591458111
Qwen/Qwen3-0.6B,2,composition,dev_C,C,3,score,raw,own_target,200,0.2648912823404474,0.08867909297680952,0.155,0.425,0.64,0.85,0.965,0.99,1.0,0.08867909297680952,0.3665418130607755,0.5096664216728156,0.6656754746082992,0.8040822443284281,0.870044508153486,0.8949794663272956
Qwen/Qwen3-0.6B,2,composition,dev_C,C,3,score,unigram,own_target,200,0.20158539239343137,0.08520940267302266,0.1,0.355,0.54,0.76,0.95,0.98,1.0,0.08520940267302266,0.3114373293986013,0.4342838750813945,0.5793557470087835,0.7222541349747144,0.7983510447479337,0.8298779633980294
Qwen/Qwen3-0.6B,2,composition,dev_C,C,3,score,bigram,own_target,200,0.19091840242325325,0.06359001735688097,0.075,0.365,0.59,0.8,0.92,0.97,1.0,0.06359001735688097,0.2837045761483024,0.41383112762752033,0.5709021270717005,0.7276064730080367,0.8111075349407675,0.8450290287419706
Qwen/Qwen3-0.6B,2,composition,dev_C,C,3,score,full,own_target,200,0.20189043206115762,0.06659447224369186,0.105,0.35,0.49,0.735,0.91,0.97,1.0,0.06659447224369186,0.2849817597574767,0.41129416492805615,0.563988855456407,0.7208119538991992,0.8066899797702202,0.8418743889671768
Qwen/Qwen3-0.6B,2,composition,dev_D,D,3,score,raw,own_target,200,0.01519269205327106,0.002013400859477856,0.0,0.0,0.0,0.03,0.375,0.695,1.0,0.002013400859477856,0.01581979815485552,0.031004463053238087,0.05959991727864284,0.11051161395441092,0.1594258918180998,0.18911389549515906
Qwen/Qwen3-0.6B,2,composition,dev_D,D,3,score,unigram,own_target,200,0.015120236467333643,0.0012211771856678745,0.0,0.0,0.0,0.055,0.34,0.7,1.0,0.0012211771856678745,0.009662098366354637,0.019084353295992274,0.037242809161833874,0.0710304231004928,0.10546509757611686,0.1274217658527053
Qwen/Qwen3-0.6B,2,composition,dev_D,D,3,score,bigram,own_target,200,0.05166695817415537,0.01068800305197369,0.0,0.11,0.24,0.43,0.685,0.93,1.0,0.01068800305197369,0.07896865831884518,0.1451795965054285,0.24986351867017492,0.39126122727135454,0.4930366752949024,0.5442527733170266
Qwen/Qwen3-0.6B,2,composition,dev_D,D,3,score,full,own_target,200,0.07784865632212723,0.017673277152758984,0.005,0.195,0.285,0.485,0.695,0.885,1.0,0.017673277152758984,0.11745566872424312,0.20015477235022877,0.3168214543895848,0.4616473645084688,0.561418157238108,0.6107057483340369
